항공사명,한글항공사명,IATA코드,ICAO코드,항공사상태,사업모델,국가,지역,,
Columbus Avia,콜롬버스아비아항공,,CBS,Active,Charter,Ukraine,Eastern/Central Europe,,
Comair,콤에어,OH,COM,Grounded,Regional/Commuter,United States of America,North America,,
Comair (South Africa),콤에어(사우스아프리카),MN,CAW,Active,Low Cost Carrier,South Africa,Southern Africa,,
Comlux Aviation,콤럭스 항공,,,Active,Charter,Switzerland,Western Europe,,
CommutAir,커뮤트에어 ,C5,UCA,Active,Regional/Commuter,United States of America,North America,,
Comores Aviation,코모어스항공,,KMZ,Active,Charter,Comoros,Southern Africa,,
Comoro Islands Airline,코모로제도항공,,,Grounded,Full Service Carrier,Comoros,Southern Africa,,
Compagnie Africaine dAviation CAA,아프리카항공,BU,,Active,Charter,Democratic Republic of the Congo,Central/Western Africa,,
Compagnie Nationale Air Guinea,에어기니,,,Grounded,Full Service Carrier,Guinea,Central/Western Africa,,
Compass Airlines,컴패스 항공사,CP,CPZ,Grounded,Regional/Commuter,United States of America,North America,,
Conair Aviation,콘에어 에비에이션,,FGD,Active,Charter,Canada,North America,,
Condor Flugdienst,콘도르항공,DE,,Active,Charter,Germany,Western Europe,,
Congo Airways,콩고 항공사,8Z,,Active,Full Service Carrier,Democratic Republic of the Congo,Central/Western Africa,,
Congo Express,콩고 익스프레스,XZ,,Grounded,Regional/Commuter,Democratic Republic of the Congo,Central/Western Africa,,
Connect Airlines,컨넥트에어웨이즈,,,Startup,Regional/Commuter,Canada,North America,,
Connect Cargo,컨넥트화물항공,6C,CNT,Active,Cargo,Brazil,Upper South America,,
Conquest Air Cargo,콘퀘스트 항공 화물,C4,QAI,Active,Cargo,United States of America,North America,,
Constanta Airlines,콘스탄타항공,,UZA,Active,Charter,Ukraine,Eastern/Central Europe,,
Contact Air,콘택트 에어,,,Grounded,Regional/Commuter,Germany,Western Europe,,
Contigo Peru,콘티고 페루항공,,,Failed startup,Low Cost Carrier,Peru,Upper South America,,
Contour Airlines,콘투어 항공,LF,VTE,Active,Regional/Commuter,United States of America,North America,,
Contract Air Cargo,콘트렉트화물항공,,,Active,Cargo,United States of America,North America,,
Conviasa,CONVIASA,V0,VCV,Active,Full Service Carrier,Venezuela,Upper South America,,
Copa Airlines,코파항공,CM,CMP,Active,Full Service Carrier,Panama,Central America,,
Copa Airlines Colombia,코파 항공 콜롬비아,P5,RPB,Active,Regional/Commuter,Colombia,Upper South America,,
Corendon Airlines,코렌든 항공,XC,CAI,Active,Charter,Turkey,Eastern/Central Europe,,
Corendon Airlines Europe,코렌든 항공 유럽,XR,CXI,Active,Charter,Malta,Western Europe,,
Corendon Dutch Airlines,코렌든 더치 항공,CD,CND,Active,Charter,Netherlands,Western Europe,,
Corporate Air (Australia),코퍼레이트 에어(오스트레일리아),FC,,Active,Charter,Australia,Southwest Pacific,,
Corporate Air (USA),코퍼레이트 에어(미국),,CPT,Active,Cargo,United States of America,North America,,
Corsair,코르스에어,SS,CRL,Active,Charter,France,Western Europe,,
Cosmo Airlines,코스모 항공,,,Grounded,Charter,Spain,Western Europe,,
Cosmos Air Cargo,코스모스 화물항공,,,Active,Cargo,Colombia,Upper South America,,
Costa Airlines,코스타항공,,,Startup,Regional/Commuter,Venezuela,Upper South America,,
Costa Rica Green Airways,코스타리카 그린 에어웨이,GW,,Active,Charter,Costa Rica,Central America,,
Cotair,코테어,,,Grounded,Charter,Benin,Central/Western Africa,,
Coyne Airways,코인에어웨이,7C,COY,Active,Cargo,United Kingdom,Western Europe,,
Croatia Airlines,크로아티아항공,OU,CTN,Active,Full Service Carrier,Croatia,Eastern/Central Europe,,
Cronos Airlines,크로노스 항공,C8,,Active,Regional/Commuter,Equatorial Guinea,Central/Western Africa,,
Cruzeiro Taxi Aereo,크루즈에어택시,,,Active,Charter,Brazil,Upper South America,,
Crystal AirCruises,크리스탈 에어크루저,,,Active,Virtual Carrier,United States of America,North America,,
CSA Air Inc,CSA 에어,,IRO,Active,Charter,United States of America,North America,,
CSA Czech Airlines,CSA 체코 항공,OK,CSA,Active,Full Service Carrier,Czech Republic,Eastern/Central Europe,,
CTK Citylink,CTK 시티링크 항공,,,Grounded,Charter,Ghana,Central/Western Africa,,
Cubana de Aviacion,쿠바항공,CU,CUB,Active,Full Service Carrier,Cuba,Caribbean,,
Cygnus Air,시그너스에어,,RGN,Active,Cargo,Spain,Western Europe,,
Cyprus Airways,키프로스항공,,,Grounded,Full Service Carrier,Cyprus,Eastern/Central Europe,,
Cyprus Airways ,키프로스항공,CY,CYP,Active,Full Service Carrier,Cyprus,Eastern/Central Europe,,
Czech Connect Airlines,체코 코넥트 항공,CQ,,Grounded,Regional/Commuter,Czech Republic,Eastern/Central Europe,,
Daallo Airlines,달로항공,D3,,Active,Regional/Commuter,Djibouti,Eastern Africa,,
DAC Aviation,DAC 항공,,,Active,Charter,Kenya,Eastern Africa,,
Dagestan Airlines,다게스탄 항공,N2,,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Dalavia,달라비아항공,,,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Dalian Airlines,대련 항공,,CCD,Active,Full Service Carrier,China,North East Asia,,
dalmatian,달마시안,,,Grounded,Low Cost Carrier,Croatia,Eastern/Central Europe,,
Dana Air,다나 항공,9J,DAN,Active,Full Service Carrier,Nigeria,Central/Western Africa,,
Danube Wings,다뉴브윙,V5,,Grounded,Regional/Commuter,Slovakia,Eastern/Central Europe,,
Dart Airlines,다트항공,,,Grounded,Full Service Carrier,Ukraine,Eastern/Central Europe,,
DAT,DAT 항공,DX,DTR,Active,Regional/Commuter,Denmark,Western Europe,,
Deer Jet,디어제트항공,,DER,Active,Charter,China,North East Asia,,
Delta Air Lines,델타항공,DL,DAL,Active,Full Service Carrier,United States of America,North America,,
Delta K,델타 K,,,Active,Charter,Russian Federation,Eastern/Central Europe,,
Delta Private Jets,델타프리베이트제트,,,Active,Charter,United States of America,North America,,
Delta World Charter,델타월드화물,,,Active,Charter,United Arab Emirates,Middle East,,
Denim Air ACMI,데님 에어 ,G6,,Grounded,Regional/Commuter,Netherlands,Western Europe,,
Desert Air,데저트 항공,,,Active,Charter,Namibia,Southern Africa,,
Dexter,덱스터항공,,,Active,Charter,Russian Federation,Eastern/Central Europe,,
DHL Aero Expreso,DHL 에어로 익스프레스,D5,DAE,Active,Cargo,Panama,Central America,,
DHL Air UK,DHL 에어 리미티드,D0,DHK,Active,Cargo,United Kingdom,Western Europe,,
DHL de Guatemala,DHL 과테말라,L3,JOS,Active,Cargo,Guatemala,Central America,,
DHL Ecuador (TransAm),DHL 에콰도르,7T,RTM,Active,Cargo,Ecuador,Upper South America,,
DHL International Aviation ME,DHL 국제항공 ME,ES,DHX,Active,Cargo,Bahrain,Middle East,,
Direct Aero Services,다이렉트 에어로 서비스,,,Grounded,Charter,Romania,Eastern/Central Europe,,
Direct Avia,다이렉트 아비아항공,,,Startup,Cargo,Russian Federation,Eastern/Central Europe,,
DirectAir,다이렉트에어,,,Grounded,Charter,United States of America,North America,,
Direktflyg,디렉트플라이,HS,,Grounded,Regional/Commuter,Sweden,Western Europe,,
DiscoveryAir,디스커버리에어,DO,DCV,Grounded,Full Service Carrier,Nigeria,Central/Western Africa,,
Djibouti Airlines,지부티항공,D8,,Grounded,Regional/Commuter,Djibouti,Eastern Africa,,
Dniproavia,드니프로아비아,Z6,,Grounded,Regional/Commuter,Ukraine,Eastern/Central Europe,,
Dobrolet,도브로렛항공,QD,,Grounded,Low Cost Carrier,Russian Federation,Eastern/Central Europe,,
Dodson International Charter,도드손 국제화물항공,,,Active,Charter,South Africa,Southern Africa,,
Dog is my Copilot Inc,도그이즈마이코파일럿,,,Active,Charter,United States of America,North America,,
Dolphin Air,돌핀 에어,,FDN,Grounded,Charter,United Arab Emirates,Middle East,,
Dominican Wings,도미니칸 윙즈,,,Grounded,Charter,Dominican Republic,Caribbean,,
Domrey Angkor Airlines,돔레이앙코르항공,,,Startup,Full Service Carrier,Cambodia,South East Asia,,
Donbassaero,돈바사에로,7D,,Grounded,Full Service Carrier,Ukraine,Eastern/Central Europe,,
Donghai Airlines,동해항공,DZ,EPA,Active,Full Service Carrier,China,North East Asia,,
DOT LT,Dot Lt,R6,DNU,Active,Regional/Commuter,Lithuania,Eastern/Central Europe,,
Douniah Airlines,도니아항공,DH,,Active,Regional/Commuter,Mali,Central/Western Africa,,
Dove Air Services,도브 에어 서비스,,DOV,Active,Charter,Sudan,North Africa,,
DRB-HICOM Asia Cargo Express,DRB-HICOM 아시아화물항공,3G,CXM,Active,Cargo,Malaysia,South East Asia,,
Dream Wind,드림윈드항공,,,Active,Charter,Ukraine,Eastern/Central Europe,,
Druk Air,드럭에어,KB,DRK,Active,Full Service Carrier,Bhutan,South Asia,,
Dutch Antilles Express,앤틸리스 익스프레스,9H,,Grounded,Regional/Commuter,Curacao,Caribbean,,
Dynamic Airways,다이나믹 에어웨이,,,Grounded,Charter,United States of America,North America,,
Dynamic Aviation Group,다이나믹 항공그룹,,,Active,Charter,United States of America,North America,,
E-Cargo,이카고,RF,ERF,Active,Cargo,Russian Federation,Eastern/Central Europe,,
Eagle Air (Guinea),이글에어,,,Active,Charter,Guinea,Central/Western Africa,,
Eagle Air (Uganda),이글에어 우간다,H7,EGU,Active,Regional/Commuter,Uganda,Eastern Africa,,
Eagle Airways,이글 에어웨이즈,,,Grounded,Regional/Commuter,New Zealand,Southwest Pacific,,
Eagle Atlantic Airlines,이글애틀랜틱항공,E2,,Grounded,Full Service Carrier,Ghana,Central/Western Africa,,
Eagles Airlines,이글스항공,E3,,Grounded,Regional/Commuter,Italy,Western Europe,,
Eaglexpress Air Charter,이글익스프레스화물항공,9A,EZX,Grounded,Charter,Malaysia,South East Asia,,
East Air,이스트 에어,EG,ETJ,Grounded,Charter,Tajikistan,Central Asia,,
East Horizon Airlines,이스트 호라이존 항공,EA,EHN,Grounded,Full Service Carrier,Afghanistan,Middle East,,
EastAfrican,이스트아프리칸,B5,EXZ,Active,Regional/Commuter,Kenya,Eastern Africa,,
Eastar Jet,이스타항공,ZE,ESR,Grounded,Low Cost Carrier,South Korea,North East Asia,,
Eastern Air Lines,이스턴항공,,EAL,Grounded,Charter,United States of America,North America,,
Eastern Air Services,이스턴항공서비스,,,Active,Charter,Australia,Southwest Pacific,,
Eastern Airlines,이스턴 항공사,2D,,Active,Charter,United States of America,North America,,
Eastern Airways,이스턴 에어웨이,T3,EZE,Active,Regional/Commuter,United Kingdom,Western Europe,,
Eastern Australia Airlines,이스턴호주항공,,EAQ,Active,Regional/Commuter,Australia,Southwest Pacific,,
Easy Link Aviation Services,이지링크에비에이션서비스,,FYE,Grounded,Charter,Nigeria,Central/Western Africa,,
Easyfly,이지플라이,VE,EFY,Active,Regional/Commuter,Colombia,Upper South America,,
easyJet,이지젯,U2,EZY,Active,Low Cost Carrier,United Kingdom,Western Europe,,
easyJet Europe,이지젯 유럽,EC,EJU,Active,Low Cost Carrier,Austria,Western Europe,,
easyJet Switzerland,이지젯 스위스,DS,EZS,Active,Low Cost Carrier,Switzerland,Western Europe,,
EasySky,이지스카이,,EKY,Active,Low Cost Carrier,Honduras,Central America,,
EC Plus Airline,EC 플러스항공,,,Startup,Regional/Commuter,Ecuador,Upper South America,,
ECAir - Equatorial Congo Airlines,적도콩고항공,LC,,Grounded,Full Service Carrier,Republic of the Congo,Central/Western Africa,,
EcoJet,에코젯,8J,ECO,Active,Regional/Commuter,Bolivia,Upper South America,,
Ecuatoriana Airlines,에콰도르항공,,,Startup,,Ecuador,Upper South America,,
Edelweiss Air,에델바이스 에어,WK,EDW,Active,Full Service Carrier,Switzerland,Western Europe,,
EGO Airways,EGO 항공,E3,EGW,Active,Regional/Commuter,Italy,Western Europe,,
EgyptAir,이집트항공,MS,MSR,Active,Full Service Carrier,Egypt,North Africa,,
EgyptAir Cargo,이집트에어카고,,MSX,Active,Cargo,Egypt,North Africa,,
EgyptAir Express,이집트 에어 익스프레스,,MSE,Grounded,Regional/Commuter,Egypt,North Africa,,
El Al,엘알 이스라엘항공,LY,ELY,Active,Full Service Carrier,Israel,Middle East,,
El Magal Aviation,엘마겔항공서비스,,MGG,Active,Charter,Sudan,North Africa,,
Eleron Aviation,엘러론 항공,,,Active,Cargo,Ukraine,Eastern/Central Europe,,
Elite Airways,엘리트 에어웨이,7Q,MNU,Active,Charter,United States of America,North America,,
Ellinair,엘린항공,EL,ELB,Active,Full Service Carrier,Greece,Eastern/Central Europe,,
Elysian Airlines,엘리시안 항공,,,Active,Charter,Cameroon,Central/Western Africa,,
Emerald Airlines (Ireland),에머럴드 에어웨이(아일랜드),,,Startup,Regional/Commuter,Ireland,Western Europe,,
Emerald Airlines (Zimbabwe),에머럴드 에어웨이(짐바브웨),,,Startup,Full Service Carrier,Zimbabwe,Southern Africa,,
Emetebe,에베테베,ET,EMT,Active,Charter,Ecuador,Upper South America,,
Emirates Airline,에미레이트항공,EK,UAE,Active,Full Service Carrier,United Arab Emirates,Middle East,,
Empire Airways,엠파이어 에어웨이,,,Grounded,Charter,United States of America,North America,,
Endeavor Air,엔더버 항공,9E,EDV,Active,Regional/Commuter,United States of America,North America,,
Enerjet,이너젯,,,Active,Charter,Canada,North America,,
Enggang Air Service,엥강항공,,,Active,Charter,Indonesia,South East Asia,,
Enhance Aero Group,에러로그룹항공,,,Active,Charter,France,Western Europe,,
Enter Air,엔터에어,E4,ENT,Active,Charter,Poland,Eastern/Central Europe,,
Enterprise World Airways,엔터프라이즈월드에어웨이,,,Grounded,Charter,Republic of the Congo,Central/Western Africa,,
Envoy,엔보이,MQ,ENY,Active,Regional/Commuter,United States of America,North America,,
Epic Air,에픽에어,,,Failed startup,Low Cost Carrier,Bangladesh,South Asia,,
Equaflight,이쿼플라이트,E7,EKA,Active,Charter,Republic of the Congo,Central/Western Africa,,
Equus Air,에쿠스항공,,,Startup,Charter,Malaysia,South East Asia,,
Eritrean Airlines,에트르리안항공,B8,ERT,Active,Charter,Eritrea,Eastern Africa,,
Ernest Airlines,어네스트 항공,EG,ERN,Grounded,Low Cost Carrier,Italy,Western Europe,,
ES-Air,ES 항공,,,Active,Virtual Carrier,Denmark,Western Europe,,
Estafeta,이스타페타에어,E7,ESF,Active,Cargo,Mexico,Central America,,
Estelar,에스텔라 항공,ES,ETR,Active,Full Service Carrier,Venezuela,Upper South America,,
Estonian Air,에스토니아항공,OV,,Grounded,Full Service Carrier,Estonia,Eastern/Central Europe,,
ETF Airways,ETF 항공,,EZZ,Active,Charter,Croatia,Eastern/Central Europe,,
Ethiopian Airlines,에디오피아항공,ET,ETH,Active,Full Service Carrier,Ethiopia,Eastern Africa,,
Ethiopian Mozambique Airlines,에디오피아 모잠비크 항공,ZU,ETH,Active,Full Service Carrier,Mozambique,Southern Africa,,
Etihad Airways,에티하드에어웨이,EY,ETD,Active,Full Service Carrier,United Arab Emirates,Middle East,,
Etihad Regional,에티하드지역항공,,,Grounded,Regional/Commuter,Switzerland,Western Europe,,
Eurasian Airways,유라시아항공,,,Startup,,Georgia,Eastern/Central Europe,,
Eurolot,유로로트,K2,ELO,Grounded,Regional/Commuter,Poland,Eastern/Central Europe,,
European Air Transport Leipzig,유럽 항공 운송 라이프찌히,QY,BCS,Active,Cargo,Germany,Western Europe,,
Eurowings,유로윙즈,EW,EWG,Active,Low Cost Carrier,Germany,Western Europe,,
Eurowings Europe,유로윙즈 유럽,E2,EWE,Active,Low Cost Carrier,Austria,Western Europe,,
EVA Air,에바항공,BR,EVA,Active,Full Service Carrier,Taiwan,North East Asia,,
EVAS Air,EVAS 에어,8K,AC4,Active,Regional/Commuter,Canada,North America,,
Everjets,에버제트,,,Active,Charter,Portugal,Western Europe,,
Everts Air Cargo,에버트 항공화물,5V,VTS,Active,Cargo,United States of America,North America,,
Ewa Air,이와 항공,ZD,EWR,Active,Regional/Commuter,Mayotte,Southern Africa,,
Excellent Air,엑셀렌트 에어,,,Active,Charter,Germany,Western Europe,,
Exec Air,이그젝 에어,X7,,Active,Charter,United Kingdom,Western Europe,,
ExecuJet,익그제큐티브 항공,,,Active,Charter,Switzerland,Western Europe,,
Executive Airlines,이그제큐티브항공,OW,,Grounded,Regional/Commuter,Puerto Rico,North America,,
EXIN,엑신,,EXN,Active,Charter,Poland,Eastern/Central Europe,,
Express Air Cargo,익스프레스 에어 카고,7A,XRC,Active,Cargo,Tunisia,North Africa,,
Express Airline,익스프레스 항공,,,Active,Regional/Commuter,China,North East Asia,,
Express Airways,익스프레스 에어웨이,,EPR,Active,Charter,Slovenia,Eastern/Central Europe,,
Express Freighters Australia,익스프레스 프레이터 오스트랄리아,QE,EFA,Active,Cargo,Australia,Southwest Pacific,,
EZ Air,이지에어,7Z,EZR,Active,Regional/Commuter,Netherlands,Western Europe,,
Eznis Airways,이즈니스 항공,MG,EZA,Active,Regional/Commuter,Mongolia,North East Asia,,
FAI Rent-A-Jet,FAI 렌트어젯,,IFA,Active,Charter,Germany,Western Europe,,
Fair Aviation,페어에비에이션,,FAV,Active,Charter,South Africa,Southern Africa,,
Falcon Air,팔콘 에어,,FAO,Grounded,Charter,United States of America,North America,,
Falcon Aviation Services,팔콘에비에이션서비스,,FVS,Active,Charter,United Arab Emirates,Middle East,,
